"Région","Province","Arrondissement","Commune","Année","Type de bâtiment","Prix médian","Nombre de ventes"
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2014","Maisons avec 4 ou plus de façades (type ouvert)",201000,78
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2014","Appartements",162500,22
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",200000,103
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,17
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2015","Maisons avec 4 ou plus de façades (type ouvert)",228000,58
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2015","Appartements",,15
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",190000,75
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,24
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2016","Maisons avec 4 ou plus de façades (type ouvert)",218500,74
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2016","Appartements",,17
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",219000,98
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",200000,24
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2017","Maisons avec 4 ou plus de façades (type ouvert)",217250,80
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2017","Appartements",176000,20
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",214500,104
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",179500,18
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2018","Maisons avec 4 ou plus de façades (type ouvert)",221500,85
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2018","Appartements",199000,17
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",211000,103
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",219000,31
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2019","Maisons avec 4 ou plus de façades (type ouvert)",232500,105
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2019","Appartements",191000,25
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",230000,136
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",181250,40
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2010","Maisons avec 4 ou plus de façades (type ouvert)",189250,54
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2010","Appartements",149500,16
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",185000,94
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",175500,58
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2011","Maisons avec 4 ou plus de façades (type ouvert)",215000,55
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2011","Appartements",150000,16
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",188250,113
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",173000,31
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2012","Maisons avec 4 ou plus de façades (type ouvert)",203500,46
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2012","Appartements",145000,26
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",190000,77
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",172000,32
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2013","Maisons avec 4 ou plus de façades (type ouvert)",200000,62
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2013","Appartements",130000,32
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",196500,94
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",178750,51
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2014","Maisons avec 4 ou plus de façades (type ouvert)",199000,47
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2014","Appartements",164000,33
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",190000,98
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",143000,35
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2015","Maisons avec 4 ou plus de façades (type ouvert)",212500,49
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2015","Appartements",,18
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",188000,84
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",193000,45
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2016","Maisons avec 4 ou plus de façades (type ouvert)",224000,70
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2016","Appartements",,27
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",215000,115
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",181750,44
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2017","Maisons avec 4 ou plus de façades (type ouvert)",215000,61
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2017","Appartements",185000,41
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",199000,105
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",177000,56
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2018","Maisons avec 4 ou plus de façades (type ouvert)",220000,61
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2018","Appartements",164500,38
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",200000,117
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,71
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2019","Maisons avec 4 ou plus de façades (type ouvert)",242000,90
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2019","Appartements",190000,47
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",219000,161
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bree","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",159000,18
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2010","Maisons avec 4 ou plus de façades (type ouvert)",207500,37
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2010","Appartements",,3
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",180000,55
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",150000,19
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2011","Maisons avec 4 ou plus de façades (type ouvert)",210000,51
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2011","Appartements",,3
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",202750,70
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,14
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2012","Maisons avec 4 ou plus de façades (type ouvert)",195000,49
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2012","Appartements",,1
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",190000,63
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",181000,19
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2013","Maisons avec 4 ou plus de façades (type ouvert)",204500,42
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2013","Appartements",,2
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",200000,61
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",170000,31
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2014","Maisons avec 4 ou plus de façades (type ouvert)",195000,46
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2014","Appartements",,4
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",180000,77
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,14
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2015","Maisons avec 4 ou plus de façades (type ouvert)",224000,51
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2015","Appartements",,3
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",220000,65
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,22
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2016","Maisons avec 4 ou plus de façades (type ouvert)",205000,58
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2016","Appartements",,6
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",220000,80
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",180000,29
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2017","Maisons avec 4 ou plus de façades (type ouvert)",217500,61
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2017","Appartements",,1
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Kinrooi","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",208500,90
